"","crop","type","season","diameter","corolla","colour","nectar","b.system","s.pollination","inflorescence","composite","visitor","guild","tongue","body","sociality","feeding"
"29","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_flavipes","ANDRENIDAE",NA,11,"no","polylectic"
"30","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_fucata","ANDRENIDAE",NA,11,"no","polylectic"
"31","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_fulvata","ANDRENIDAE",NA,NA,"no","polylectic"
"32","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_gravida","ANDRENIDAE",NA,13,"no","polylectic"
"33","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_haemorrhoa","ANDRENIDAE",NA,11,"no","polylectic"
"34","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_jacobi","ANDRENIDAE",NA,14,"no","polylectic"
"35","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_lepida","ANDRENIDAE",NA,NA,"no","polylectic"
"36","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_minutula","ANDRENIDAE",NA,6,"no","polylectic"
"37","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_nigriceps","ANDRENIDAE",NA,NA,"no","polylectic"
"38","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_nigroaenea","ANDRENIDAE",NA,13,"no","polylectic"
"39","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_nitida","ANDRENIDAE",NA,13,"no","polylectic"
"40","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_pilipes","ANDRENIDAE",NA,NA,"no","polylectic"
"41","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_praecox","ANDRENIDAE",NA,9.5,"no","polylectic"
"42","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_propinqua","ANDRENIDAE",NA,NA,"no","polylectic"
"43","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_subopaca","ANDRENIDAE",NA,6.5,"no","polylectic"
"44","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_synadelpha","ANDRENIDAE",NA,NA,"no","polylectic"
"45","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_tibialis","ANDRENIDAE",NA,14,"no","polylectic"
"46","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_varians","ANDRENIDAE",NA,10,"no","polylectic"
"47","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Andrena_ventralis","ANDRENIDAE",NA,8,"no","polylectic"
"48","Allium_oleraceum","herbaceous","summer",NA,"CAMPANULATE","purple","yes","insects","no","yes","no","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"49","Capsicum_annuum","herbaceous","summer",15,"CAMPANULATE","white","yes","insects","yes","solitary","no","Bombus_atratus","BUMBLEBEES",NA,NA,"yes","polylectic"
"50","Capsicum_annuum","herbaceous","summer",15,"CAMPANULATE","white","yes","insects","yes","solitary","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"51","Capsicum_annuum","herbaceous","summer",15,"CAMPANULATE","white","yes","insects","yes","solitary","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"52","Cucurbita_maxima","herbaceous","autspri",150,"CAMPANULATE","yellow","yes","insects","no","solitary","no","Bombus_hypocrita","BUMBLEBEES",NA,NA,"yes","polylectic"
"53","Cucurbita_moschata","herbaceous","summer",150,"CAMPANULATE","yellow","yes","insects","no","solitary","no","Bombus_atratus","BUMBLEBEES",NA,NA,"yes","polylectic"
"54","Cucurbita_pepo","herbaceous","sumspri",100,"CAMPANULATE","yellow","yes","insects","no","solitary","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"55","Ribes_nigrum","arboreous","summer",6,"CAMPANULATE","pink","yes","insects","no","yes","no","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"56","Ribes_nigrum","arboreous","summer",6,"CAMPANULATE","pink","yes","insects","no","yes","no","Bombus_lucorum","BUMBLEBEES",8.5,12.5,"yes","polylectic"
"57","Ribes_nigrum","arboreous","summer",6,"CAMPANULATE","pink","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"58","Vaccinium_angustifolium","arboreous","sprisum",6,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"59","Vaccinium_angustifolium","arboreous","sprisum",6,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_ternarius","BUMBLEBEES",NA,10.5,"yes","polylectic"
"60","Vaccinium_angustifolium","arboreous","sprisum",6,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_terricola","BUMBLEBEES",6,11.5,"yes","polylectic"
"61","Vaccinium_angustifolium","arboreous","sprisum",6,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_vagans","BUMBLEBEES",6.3,10.75,"yes","polylectic"
"62","Vaccinium_corymbosum","arboreous","sprisum",NA,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_bimaculatus","BUMBLEBEES",NA,13.5,"yes","polylectic"
"63","Vaccinium_corymbosum","arboreous","sprisum",NA,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_fervidus","BUMBLEBEES",8.5,14.5,"yes","polylectic"
"64","Vaccinium_corymbosum","arboreous","sprisum",NA,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_griseocollis","BUMBLEBEES",NA,13.75,"yes","polylectic"
"65","Vaccinium_corymbosum","arboreous","sprisum",NA,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"66","Vaccinium_corymbosum","arboreous","sprisum",NA,"CAMPANULATE","white","yes","insects","no","yes","no","Bombus_vagans","BUMBLEBEES",6.3,10.75,"yes","polylectic"
"67","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_alpinus","BUMBLEBEES",NA,15,"yes","polylectic"
"68","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_balteatus","BUMBLEBEES",NA,15,"yes","polylectic"
"69","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_hyperboreus","BUMBLEBEES",NA,22.5,"yes","parasitic"
"70","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_hypnorum","BUMBLEBEES",9.5,13,"yes","polylectic"
"71","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_jonellus","BUMBLEBEES",4.8,12,"yes","polylectic"
"72","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_lapponicus","BUMBLEBEES",NA,12.5,"yes","polylectic"
"73","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_lucorum","BUMBLEBEES",8.5,12.5,"yes","polylectic"
"74","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"75","Vaccinium_myrtillus","arboreous","sprisum",NA,"CAMPANULATE","pink","yes","insects","no","solitary","no","Bombus_pratorum","BUMBLEBEES",11,11.5,"yes","polylectic"
"76","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_alpinus","BUMBLEBEES",NA,15,"yes","polylectic"
"77","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_balteatus","BUMBLEBEES",NA,15,"yes","polylectic"
"78","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_hyperboreus","BUMBLEBEES",NA,22.5,"yes","parasitic"
"79","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_hypnorum","BUMBLEBEES",9.5,13,"yes","polylectic"
"80","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_jonellus","BUMBLEBEES",4.8,12,"yes","polylectic"
"81","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_lapponicus","BUMBLEBEES",NA,12.5,"yes","polylectic"
"82","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_lucorum","BUMBLEBEES",8.5,12.5,"yes","polylectic"
"83","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"84","Vaccinium_uliginosum","arboreous","spring",3.25,"CAMPANULATE","pink","yes","insects","no","solitary/clusters","no","Bombus_pratorum","BUMBLEBEES",11,11.5,"yes","polylectic"
"85","Astragalus_cicer","herbaceous","summer",NA,"OPEN","yellow",NA,"insects","no","yes","no","Bombus_fervidus","BUMBLEBEES",8.5,14.5,"yes","polylectic"
"86","Astragalus_cicer","herbaceous","summer",NA,"OPEN","yellow",NA,"insects","no","yes","no","Bombus_ternarius","BUMBLEBEES",NA,10.5,"yes","polylectic"
"87","Astragalus_cicer","herbaceous","summer",NA,"OPEN","yellow",NA,"insects","no","yes","no","Bombus_terricola","BUMBLEBEES",6,11.5,"yes","polylectic"
"88","Bertholletia_excelsa","arboreous","autumn",50,"OPEN","yellow","yes","insects","no","yes","no","Bombus_transversalis","BUMBLEBEES",NA,NA,"yes","polylectic"
"89","Brassica_napus","herbaceous","summer",12.5,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_hortorum","BUMBLEBEES",17.5,13.5,"yes","polylectic"
"90","Brassica_napus","herbaceous","summer",12.5,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_hypnorum","BUMBLEBEES",9.5,13,"yes","polylectic"
"91","Brassica_napus","herbaceous","summer",12.5,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"92","Brassica_napus","herbaceous","summer",12.5,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_lucorum","BUMBLEBEES",8.5,12.5,"yes","polylectic"
"93","Brassica_napus","herbaceous","summer",12.5,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"94","Brassica_napus","herbaceous","summer",12.5,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_pratorum","BUMBLEBEES",11,11.5,"yes","polylectic"
"95","Brassica_napus","herbaceous","summer",12.5,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"96","Brassica_rapa","herbaceous","spriaut",NA,"OPEN","yellow","yes","insects","no","yes","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"97","Castanea_crenata","arboreous","spring",NA,"OPEN","white",NA,"insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"98","Castanea_crenata","arboreous","spring",NA,"OPEN","white",NA,"insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"99","Castanea_sativa","arboreous","summer",NA,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"100","Castanea_sativa","arboreous","summer",NA,"OPEN","yellow","yes","wind/insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"101","Citrullus_lanatus","herbaceous","sprisum",25,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_bimaculatus","BUMBLEBEES",NA,13.5,"yes","polylectic"
"102","Citrullus_lanatus","herbaceous","sprisum",25,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_fervidus","BUMBLEBEES",8.5,14.5,"yes","polylectic"
"103","Citrullus_lanatus","herbaceous","sprisum",25,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"104","Citrullus_lanatus","herbaceous","sprisum",25,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_vagans","BUMBLEBEES",6.3,10.75,"yes","polylectic"
"105","Citrullus_lanatus","herbaceous","sprisum",25,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_vosnesenskii","BUMBLEBEES",NA,12.5,"yes","polylectic"
"106","Citrus_paradisi","arboreous","spring",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_atratus","BUMBLEBEES",NA,NA,"yes","polylectic"
"107","Cucumis_melo","herbaceous",NA,25,"OPEN","yellow","yes","insects","no","yes","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"108","Cucumis_sativus","herbaceous","sprisum",NA,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_fervidus","BUMBLEBEES",8.5,14.5,"yes","polylectic"
"109","Cucumis_sativus","herbaceous","sprisum",NA,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_griseocollis","BUMBLEBEES",NA,13.75,"yes","polylectic"
"110","Cucumis_sativus","herbaceous","sprisum",NA,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"111","Cucumis_sativus","herbaceous","sprisum",NA,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_ternarius","BUMBLEBEES",NA,10.5,"yes","polylectic"
"112","Cucumis_sativus","herbaceous","sprisum",NA,"OPEN","yellow","yes","insects","no","solitary","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"113","Cyphomandra_betacea","arboreous","year",22.5,"OPEN","white","no","insects","no","yes","no","Bombus_hortorum","BUMBLEBEES",17.5,13.5,"yes","polylectic"
"114","Cyphomandra_betacea","arboreous","year",22.5,"OPEN","white","no","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"115","Glycine_max","herbaceous","spring",NA,"OPEN","purple","yes","insects","no","yes","no","Bombus_vagans","BUMBLEBEES",6.3,10.75,"yes","polylectic"
"116","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_armeniacus","BUMBLEBEES",NA,NA,"yes","polylectic"
"117","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_atratus","BUMBLEBEES",NA,NA,"yes","polylectic"
"118","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_bimaculatus","BUMBLEBEES",NA,13.5,"yes","polylectic"
"119","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_cullumanus","BUMBLEBEES",NA,NA,"yes","polylectic"
"120","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_fervidus","BUMBLEBEES",8.5,14.5,"yes","polylectic"
"121","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_griseocollis","BUMBLEBEES",NA,13.75,"yes","polylectic"
"122","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_hortorum","BUMBLEBEES",17.5,13.5,"yes","polylectic"
"123","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"124","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"125","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"126","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_pensylvanicus","BUMBLEBEES",NA,16,"yes","polylectic"
"127","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_pratorum","BUMBLEBEES",11,11.5,"yes","polylectic"
"128","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_sylvarum","BUMBLEBEES",NA,13.5,"yes","polylectic"
"129","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"130","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_vagans","BUMBLEBEES",6.3,10.75,"yes","polylectic"
"131","Helianthus_annuus","herbaceous","summer",NA,"OPEN","yellow","yes","insects","no","yes","yes","Bombus_vosnesenskii","BUMBLEBEES",NA,12.5,"yes","polylectic"
"132","Malus_domestica","arboreous","spring",35,"OPEN","white","yes","insects","no","yes","no","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"133","Malus_domestica","arboreous","spring",35,"OPEN","white","yes","insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"134","Malus_domestica","arboreous","spring",35,"OPEN","white","yes","insects","no","yes","no","Bombus_pratorum","BUMBLEBEES",11,11.5,"yes","polylectic"
"135","Malus_domestica","arboreous","spring",35,"OPEN","white","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"136","Malus_domestica","arboreous","spring",35,"OPEN","white","yes","insects","no","yes","no","Bombus_vestalis","BUMBLEBEES",NA,21,"yes","parasitic"
"137","Medicago_sativa","herbaceous","summer",NA,"OPEN",NA,"yes","insects","no","yes","no","Bombus_griseocollis","BUMBLEBEES",NA,13.75,"yes","polylectic"
"138","Medicago_sativa","herbaceous","summer",NA,"OPEN",NA,"yes","insects","no","yes","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"139","Persea_americana","arboreous","spring",7.5,"OPEN","green","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"140","Phaseolus_coccineus","herbaceous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_hortorum","BUMBLEBEES",17.5,13.5,"yes","polylectic"
"141","Phaseolus_coccineus","herbaceous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_lucorum","BUMBLEBEES",8.5,12.5,"yes","polylectic"
"142","Phaseolus_coccineus","herbaceous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"143","Phaseolus_coccineus","herbaceous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"144","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_bohemicus","BUMBLEBEES",7,17.5,"yes","parasitic"
"145","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"146","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"147","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_pratorum","BUMBLEBEES",11,11.5,"yes","polylectic"
"148","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_sylvestris","BUMBLEBEES",6.6,15,"no","parasitic"
"149","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"150","Prunus_avium","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_vestalis","BUMBLEBEES",NA,21,"yes","parasitic"
"151","Prunus_cerasus","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"152","Prunus_dulcis","arboreous","spring",37.5,"OPEN","pink","yes","insects","no","solitary/clusters","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"153","Prunus_dulcis","arboreous","spring",37.5,"OPEN","pink","yes","insects","no","solitary/clusters","no","Bombus_terricola","BUMBLEBEES",6,11.5,"yes","polylectic"
"154","Prunus_persica","arboreous","spring",27.5,"OPEN","pink","yes","wind/insects","no","solitary/pairs","no","Bombus_hypocrita","BUMBLEBEES",NA,NA,"yes","polylectic"
"155","Pyrus_communis","arboreous","spring",25,"OPEN","white","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"156","Rubus_chamaemorus","herbaceous","summer",25,"OPEN","white","yes","insects","no","solitary","no","Bombus_ternarius","BUMBLEBEES",NA,10.5,"yes","polylectic"
"157","Rubus_chamaemorus","herbaceous","summer",25,"OPEN","white","yes","insects","no","solitary","no","Bombus_terricola","BUMBLEBEES",6,11.5,"yes","polylectic"
"158","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_bohemicus","BUMBLEBEES",7,17.5,"yes","parasitic"
"159","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_hortorum","BUMBLEBEES",17.5,13.5,"yes","polylectic"
"160","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"161","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_lucorum","BUMBLEBEES",8.5,12.5,"yes","polylectic"
"162","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_monticola","BUMBLEBEES",10.5,12.5,"yes","polylectic"
"163","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"164","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_pratorum","BUMBLEBEES",11,11.5,"yes","polylectic"
"165","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"166","Rubus_idaeus","arboreous","summer",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_vosnesenskii","BUMBLEBEES",NA,12.5,"yes","polylectic"
"167","Solanum_lycopersicum","herbaceous","summer",20,"OPEN","yellow","no","wind/insects","no","yes","no","Bombus_hypocrita","BUMBLEBEES",NA,NA,"yes","polylectic"
"168","Solanum_lycopersicum","herbaceous","summer",20,"OPEN","yellow","no","wind/insects","no","yes","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"169","Solanum_lycopersicum","herbaceous","summer",20,"OPEN","yellow","no","wind/insects","no","yes","no","Bombus_pensylvanicus","BUMBLEBEES",NA,16,"yes","polylectic"
"170","Solanum_lycopersicum","herbaceous","summer",20,"OPEN","yellow","no","wind/insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"171","Solanum_lycopersicum","herbaceous","summer",20,"OPEN","yellow","no","wind/insects","no","yes","no","Bombus_vosnesenskii","BUMBLEBEES",NA,12.5,"yes","polylectic"
"172","Solanum_tuberosum","herbaceous","sumaut",25,"OPEN","white","no","insects","no","yes","no","Bombus_fervidus","BUMBLEBEES",8.5,14.5,"yes","polylectic"
"173","Solanum_tuberosum","herbaceous","sumaut",25,"OPEN","white","no","insects","no","yes","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"174","Solanum_tuberosum","herbaceous","sumaut",25,"OPEN","white","no","insects","no","yes","no","Bombus_terricola","BUMBLEBEES",6,11.5,"yes","polylectic"
"175","Vaccinium_macrocarpon","arboreous","summer",NA,"OPEN","pink","yes","insects","no","yes","no","Bombus_bimaculatus","BUMBLEBEES",NA,13.5,"yes","polylectic"
"176","Vaccinium_macrocarpon","arboreous","summer",NA,"OPEN","pink","yes","insects","no","yes","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"177","Vaccinium_macrocarpon","arboreous","summer",NA,"OPEN","pink","yes","insects","no","yes","no","Bombus_terricola","BUMBLEBEES",6,11.5,"yes","polylectic"
"178","Vicia_faba","herbaceous","spring",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_hortorum","BUMBLEBEES",17.5,13.5,"yes","polylectic"
"179","Vicia_faba","herbaceous","spring",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"180","Vicia_faba","herbaceous","spring",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_lucorum","BUMBLEBEES",8.5,12.5,"yes","polylectic"
"181","Vicia_faba","herbaceous","spring",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"182","Vicia_faba","herbaceous","spring",NA,"OPEN","white","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
"183","Vigna_unguiculata","herbaceous","sprisum",NA,"OPEN","purple","yes","insects","no","yes","no","Bombus_griseocollis","BUMBLEBEES",NA,13.75,"yes","polylectic"
"184","Vigna_unguiculata","herbaceous","sprisum",NA,"OPEN","purple","yes","insects","no","yes","no","Bombus_pensylvanicus","BUMBLEBEES",NA,16,"yes","polylectic"
"185","Arachis_hypogaea","herbaceous","summer",4.12,"TUBULAR","yellow","no","insects","yes","solitary","no","Bombus_impatiens","BUMBLEBEES",NA,11.5,"yes","polylectic"
"186","Trifolium_pratense","herbaceous","sprisum",2.05,"TUBULAR","pink","yes","insects","no","yes","no","Bombus_hortorum","BUMBLEBEES",17.5,13.5,"yes","polylectic"
"187","Trifolium_pratense","herbaceous","sprisum",2.05,"TUBULAR","pink","yes","insects","no","yes","no","Bombus_lapidarius","BUMBLEBEES",11,14,"yes","polylectic"
"188","Trifolium_pratense","herbaceous","sprisum",2.05,"TUBULAR","pink","yes","insects","no","yes","no","Bombus_pascuorum","BUMBLEBEES",12.5,12,"yes","polylectic"
"189","Trifolium_pratense","herbaceous","sprisum",2.05,"TUBULAR","pink","yes","insects","no","yes","no","Bombus_pratorum","BUMBLEBEES",11,11.5,"yes","polylectic"
"190","Trifolium_pratense","herbaceous","sprisum",2.05,"TUBULAR","pink","yes","insects","no","yes","no","Bombus_sylvarum","BUMBLEBEES",NA,13.5,"yes","polylectic"
"191","Trifolium_pratense","herbaceous","sprisum",2.05,"TUBULAR","pink","yes","insects","no","yes","no","Bombus_terrestris","BUMBLEBEES",9,14,"yes","polylectic"
